City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
300,Zelenogorskiy,RU,55.0333,87.0,53.82,99,100,3.96,light rain
301,Chokurdakh,RU,70.6333,147.9167,65.43,35,64,11.05,broken clouds
302,Xiamen,CN,24.4798,118.0819,89.65,79,0,4.47,clear sky
303,Tripoli,LY,32.8752,13.1875,78.26,61,0,8.12,clear sky
304,Altamira,BR,-3.2033,-52.2064,73.99,66,18,2.46,few clouds
305,Altay,CN,47.8667,88.1167,70.5,33,55,5.95,broken clouds
306,Oussouye,SN,12.485,-16.5469,77.18,90,95,5.61,moderate rain
307,Riyadh,SA,24.6877,46.7219,93.34,18,97,6.69,overcast clouds
308,Gao,ML,16.6362,1.637,78.66,63,100,21.52,moderate rain
309,Vardo,NO,70.3705,31.1107,51.78,82,100,14.97,overcast clouds
310,Yuncheng,CN,35.0231,110.9928,83.44,46,0,3.62,clear sky
311,Asau,RO,46.4333,26.4,61.72,55,4,4.7,clear sky
312,Opelika,US,32.6454,-85.3783,80.76,82,0,0.0,clear sky
313,Port Hedland,AU,-20.3167,118.5667,72.07,36,0,15.68,clear sky
314,Torbay,CA,47.6666,-52.7314,72.37,83,20,17.27,few clouds
315,Yakeshi,CN,49.2833,120.7333,72.84,66,98,12.01,overcast clouds
316,Mapiri,BO,-15.25,-68.1667,67.42,82,10,1.43,clear sky
317,Mokobeng,BW,-22.9965,27.6678,58.44,60,18,4.61,few clouds
318,Ca Mau,VN,9.1769,105.15,83.44,74,90,3.98,overcast clouds
319,Mecca,SA,21.4267,39.8261,86.67,58,80,15.9,broken clouds
320,Alugan,PH,12.2188,125.4808,83.91,78,100,1.99,overcast clouds
321,Pangnirtung,CA,66.1451,-65.7125,49.71,72,86,1.54,overcast clouds
322,Chimbarongo,CL,-34.7,-71.05,51.06,86,100,0.69,overcast clouds
323,Panama City,PA,8.9936,-79.5197,80.44,92,40,4.61,scattered clouds
324,Barroquinha,BR,-3.0189,-41.1361,74.07,83,100,4.27,overcast clouds
325,Meadow Lake,US,34.8014,-106.5436,96.28,31,27,17.25,scattered clouds
326,Wagar,SD,16.1525,36.2032,84.49,62,96,24.16,overcast clouds
327,Waingapu,ID,-9.6567,120.2641,80.47,49,24,12.66,few clouds
328,Batagay,RU,67.6333,134.6333,61.83,85,100,3.96,overcast clouds
329,Temple,US,31.0982,-97.3428,90.66,39,95,15.61,overcast clouds
330,Bukama,CD,-9.2,25.85,68.95,43,100,3.47,overcast clouds
331,Margate,GB,51.3813,1.3862,64.31,83,99,3.0,overcast clouds
332,Adeje,ES,28.1227,-16.726,81.88,73,1,5.75,clear sky
333,Luau,AO,-10.7073,22.2247,60.64,43,12,4.81,few clouds
334,Mahajanga,MG,-15.7167,46.3167,64.42,77,0,4.61,clear sky
335,Ketchikan,US,55.3422,-131.6461,57.49,90,100,5.44,overcast clouds
336,Paamiut,GL,61.994,-49.6678,42.6,93,9,2.08,clear sky
337,Eenhana,NA,-17.4667,16.3333,57.15,41,0,6.35,clear sky
338,Nanortalik,GL,60.1432,-45.2371,43.11,93,100,9.95,overcast clouds
339,The Valley,AI,18.217,-63.0578,81.1,75,0,20.09,clear sky
340,Wanlaweyn,SO,2.6185,44.8938,71.76,88,75,13.71,broken clouds
341,Kuala Terengganu,MY,5.3302,103.1408,82.35,83,20,5.01,few clouds
342,Akdepe,TM,42.0551,59.3788,83.19,39,0,12.44,clear sky
343,Constitucion,CL,-35.3333,-72.4167,53.56,91,100,1.07,moderate rain
344,Flinders,AU,-34.5833,150.8552,67.37,71,1,1.99,clear sky
345,Brandon,US,27.9378,-82.2859,80.51,90,81,4.0,broken clouds
346,West Helena,US,34.5507,-90.6418,83.95,61,57,8.81,broken clouds
347,Normal,US,40.5142,-88.9906,81.68,81,0,10.36,clear sky
348,Senneterre,CA,48.3835,-77.2328,61.99,81,26,0.2,scattered clouds
349,Bac Lieu,VN,9.285,105.7244,83.43,74,72,5.44,broken clouds
350,Beringovskiy,RU,63.05,179.3167,45.57,78,100,14.05,overcast clouds
351,Ust-Uda,RU,54.1742,103.0304,66.42,67,85,6.76,light rain
352,Hofn,IS,64.2539,-15.2082,52.52,85,80,0.94,broken clouds
353,San Patricio,US,28.017,-97.5169,87.69,71,55,15.43,broken clouds
354,Chulman,RU,56.8479,124.9104,78.15,48,34,5.46,scattered clouds
355,Urozhaynoye,RU,44.7883,44.9228,62.13,74,4,10.87,clear sky
356,Narsaq,GL,60.9167,-46.05,50.22,85,100,2.95,overcast clouds
357,Tucson,US,32.2217,-110.9265,92.7,37,90,12.57,overcast clouds
358,Acapulco,MX,16.8634,-99.8901,84.02,70,75,11.5,broken clouds
359,Hammerfest,NO,70.6634,23.6821,49.48,86,100,15.66,overcast clouds
360,Vilhena,BR,-12.7406,-60.1458,69.39,47,0,3.38,clear sky
361,Lanquin,GT,15.5667,-89.9667,69.6,99,100,1.03,overcast clouds
362,Sabzevar,IR,36.2126,57.6819,79.88,41,0,16.11,clear sky
363,Rincon,US,32.296,-81.2354,84.85,84,40,5.75,scattered clouds
364,San Quintin,MX,30.4833,-115.95,68.32,78,8,8.39,clear sky
365,Sevsk,RU,52.1491,34.4926,60.44,90,42,5.97,scattered clouds
366,Medea,DZ,36.2642,2.7539,74.57,33,4,2.98,clear sky
367,Manoel Urbano,BR,-8.8389,-69.2597,76.84,78,50,2.37,scattered clouds
368,Tambovka,RU,50.0969,128.0489,75.78,59,42,7.49,scattered clouds
369,Ayagoz,KZ,47.9714,80.4392,73.04,31,13,9.31,few clouds
370,Steamboat Springs,US,40.485,-106.8317,69.94,73,0,5.75,clear sky
371,Sarakhs,IR,36.5449,61.1577,82.54,47,0,2.3,clear sky
372,Santa Isabel,BR,-23.3156,-46.2214,60.51,66,71,0.89,broken clouds
373,Chumphon,TH,10.3333,98.8333,78.87,79,85,1.5,overcast clouds
374,Singaraja,ID,-8.112,115.0882,80.98,57,9,3.06,clear sky
375,Sai Buri,TH,6.7013,101.6168,81.97,75,79,3.2,broken clouds
376,Pytalovo,RU,57.0679,27.9138,57.4,92,88,4.97,overcast clouds
377,Komsomolskiy,UZ,40.4272,71.7189,86.72,19,3,6.91,clear sky
378,Omboue,GA,-1.5746,9.2618,69.75,88,59,4.92,broken clouds
379,Kendrapara,IN,20.5042,86.416,83.73,79,98,10.04,heavy intensity rain
380,Chuy,UY,-33.6971,-53.4616,60.1,95,100,5.68,overcast clouds
381,Saint-Joseph,RE,-21.3667,55.6167,64.78,80,72,11.45,light rain
382,Roald,NO,62.5833,6.1333,55.36,85,100,2.33,overcast clouds
383,Cervo,ES,43.6702,-7.4101,63.97,91,8,5.48,clear sky
384,Carbonia,IT,39.1672,8.5222,77.02,36,0,3.67,clear sky
385,Tecpan,GT,14.7623,-90.9947,58.89,97,99,4.07,overcast clouds
386,Warrington,GB,53.3925,-2.5802,66.33,87,40,11.5,scattered clouds
387,Evensk,RU,61.95,159.2333,61.68,48,2,11.27,clear sky
388,Fomboni,KM,-12.28,43.7425,74.46,73,51,6.4,broken clouds
389,Te Anau,NZ,-45.4167,167.7167,47.57,74,21,0.43,few clouds
390,Lososina,RU,48.9975,140.3106,59.54,98,100,3.53,overcast clouds
391,Terrace,CA,54.5163,-128.6035,75.11,46,75,13.8,broken clouds
392,Hohhot,CN,40.8106,111.6522,75.49,50,0,4.47,clear sky
393,Malacatan,GT,14.9,-92.05,79.47,92,100,3.6,overcast clouds
394,Praia,CV,14.9215,-23.5087,77.54,88,40,3.44,scattered clouds
395,Gela,IT,37.0803,14.2307,79.88,69,0,3.04,clear sky
396,Dudinka,RU,69.4058,86.1778,70.63,48,85,14.0,overcast clouds
397,Crestview,US,30.7621,-86.5705,77.56,83,10,4.14,clear sky
398,Solano,US,38.2333,-121.9511,93.52,34,0,17.27,clear sky
399,Baykit,RU,61.67,96.37,59.04,94,98,8.05,light rain
400,Sulangan,PH,11.1373,123.7228,82.98,76,96,5.86,overcast clouds
401,Grand-Lahou,CI,5.1367,-5.0242,75.11,81,94,8.14,overcast clouds
402,Thayetmyo,MM,19.3167,95.1833,79.29,84,100,5.68,overcast clouds
403,Nizwa,OM,22.9333,57.5333,84.97,65,40,1.34,scattered clouds
404,Svetlyy,RU,54.675,20.1347,57.25,88,43,13.96,scattered clouds
405,Sola,VU,-13.8833,167.55,80.22,77,8,8.75,clear sky
406,Ukiah,US,39.1502,-123.2078,96.69,11,0,9.22,clear sky
407,Bairiki,KI,1.3292,172.9752,86.0,70,75,17.27,broken clouds
408,Pasighat,IN,28.0667,95.3333,79.18,81,100,1.43,overcast clouds
409,Dossor,KZ,47.5272,52.9811,75.61,58,36,5.14,scattered clouds
410,Houma,US,29.5958,-90.7195,82.0,88,0,0.0,clear sky
411,Itoman,JP,26.1247,127.6694,89.62,79,20,9.22,few clouds
412,Tezu,IN,27.9167,96.1667,82.49,73,92,2.53,overcast clouds
413,Ninotsminda,GE,41.2646,43.5916,42.28,93,87,4.03,overcast clouds
414,Edea,CM,3.8,10.1333,72.45,97,100,1.45,overcast clouds
415,Havre-Saint-Pierre,CA,50.2334,-63.5986,62.96,88,40,0.0,scattered clouds
416,Laguna,US,38.421,-121.4238,101.44,19,0,8.05,clear sky
417,Doka,SD,13.5167,35.7667,71.65,93,100,14.74,overcast clouds
418,Marzuq,YE,14.4,46.4667,75.61,66,70,7.78,broken clouds
419,Kaspiyskiy,RU,45.3929,47.3707,69.6,67,47,16.89,scattered clouds
420,Comodoro Rivadavia,AR,-45.8667,-67.5,33.66,93,100,4.61,light rain
421,Sakakah,SA,29.9697,40.2064,87.37,19,0,11.81,clear sky
422,Namtsy,RU,62.7161,129.6658,79.88,39,8,8.1,clear sky
423,Mata De Platano,HN,14.6,-87.2833,65.82,82,86,2.82,overcast clouds
424,Bestobe,KZ,52.4994,73.0975,64.27,56,38,14.52,scattered clouds
425,Bathsheba,BB,13.2167,-59.5167,81.21,86,20,16.11,few clouds
426,Namatanai,PG,-3.6667,152.4333,85.75,66,88,8.32,overcast clouds
427,Kruisfontein,ZA,-34.0033,24.7314,50.88,80,89,14.67,light rain
428,Waipawa,NZ,-41.4122,175.5153,50.18,73,100,7.99,overcast clouds
429,Xam Nua,LA,20.4197,104.0439,79.07,68,5,0.92,clear sky
430,Gavrilovka Vtoraya,RU,52.877,42.7663,60.4,89,28,5.68,scattered clouds
431,Cockburn Town,TC,21.4612,-71.1419,81.86,73,12,20.92,few clouds
432,Iberia,US,29.9502,-91.7507,79.86,79,13,6.71,few clouds
433,Didsbury,GB,53.417,-2.2315,64.38,86,100,14.54,overcast clouds
434,Lanigan,CA,51.8501,-105.0344,66.09,70,100,6.33,overcast clouds
435,Bhadasar,IN,28.2833,74.3167,85.08,70,53,14.76,broken clouds
436,Ciudad Bolivar,VE,8.1222,-63.5497,80.35,69,38,11.41,scattered clouds
437,Wattens,AT,47.2722,11.5993,61.99,92,20,1.14,few clouds
438,Sisimiut,GL,66.9395,-53.6735,42.98,89,61,2.35,broken clouds
439,Khawhai,IN,23.3667,93.1167,63.73,98,100,0.65,overcast clouds
440,Metro,ID,-5.1131,105.3067,80.29,81,99,0.25,overcast clouds
441,Baghdad,IQ,33.3406,44.4009,84.11,21,0,8.05,clear sky
442,Meulaboh,ID,4.1363,96.1285,78.96,83,98,4.61,overcast clouds
443,Usakos,NA,-22.0,15.6,61.65,39,0,3.87,clear sky
444,Upata,VE,8.0086,-62.3989,69.71,96,64,3.56,broken clouds
445,Sosnovo-Ozerskoye,RU,52.5249,111.5418,65.89,61,100,4.03,overcast clouds
446,Tual,ID,-5.6667,132.75,79.05,82,100,13.58,light rain
447,Sun Prairie,US,43.1836,-89.2137,68.38,96,100,7.76,overcast clouds
448,Kristianstad,SE,56.0313,14.1524,61.95,93,100,4.61,overcast clouds
449,Milkovo,RU,54.7167,158.6167,75.43,42,18,4.94,few clouds
450,Zyryanka,RU,65.75,150.85,72.75,29,1,8.61,clear sky
451,Zaozerne,UA,45.1582,33.2787,70.41,72,0,7.36,clear sky
452,Bardiyah,LY,31.7561,25.0865,77.11,68,0,15.05,clear sky
453,Port Blair,IN,11.6667,92.75,81.36,81,100,4.92,overcast clouds
454,San Carlos Del Zulia,VE,9.0,-71.9135,77.0,84,3,2.51,clear sky
455,Taungdwingyi,MM,20.0167,95.55,78.53,81,100,6.82,overcast clouds
456,Basar,IN,27.9833,94.6667,76.59,75,92,0.54,overcast clouds
457,Matay,EG,28.419,30.7792,76.57,52,0,10.33,clear sky
458,Kismayo,SO,-0.3582,42.5454,75.33,78,42,18.39,scattered clouds
459,Yumen,CN,40.2833,97.2,82.18,19,1,3.31,clear sky
460,Fortuna,US,40.5982,-124.1573,60.87,75,1,7.43,clear sky
461,Nicoya,CR,10.1483,-85.452,75.7,92,100,2.01,overcast clouds
462,Moerai,PF,-22.4333,-151.3333,72.61,80,72,19.33,light rain
463,Minamata,JP,32.2167,130.4,85.51,62,79,4.52,broken clouds
464,Tshikapa,CD,-6.4167,20.8,79.3,40,99,1.48,overcast clouds
465,Krasnoarmeysk,RU,51.0239,45.6969,60.53,88,100,6.33,overcast clouds
466,Churhat,IN,24.428,81.6703,82.42,75,42,5.17,scattered clouds
467,Pokhara,NP,28.2333,83.9833,73.74,86,100,2.42,overcast clouds
468,Lata,PT,40.1629,-8.3327,57.81,79,0,0.49,clear sky
469,Alyangula,AU,-13.8483,136.4192,74.21,65,48,1.01,scattered clouds
470,Buraydah,SA,26.326,43.975,89.17,14,62,8.41,broken clouds
471,Olinda,BR,-8.0089,-34.8553,76.73,83,75,12.66,broken clouds
472,Khamgaon,IN,20.6833,76.5667,74.82,90,100,7.29,overcast clouds
473,Grand Island,US,40.925,-98.342,82.35,76,75,9.22,broken clouds
474,Malandag,PH,6.3094,125.2428,81.84,72,89,4.21,overcast clouds
475,Shache,CN,38.4167,77.2406,88.95,12,6,5.93,clear sky
476,San Jose,US,37.3394,-121.895,85.28,49,0,12.66,clear sky
477,Pavlodolskaya,RU,43.7192,44.4781,65.05,77,100,6.02,overcast clouds
478,Touros,BR,-5.1989,-35.4608,75.02,88,22,13.27,few clouds
479,Adre,TD,13.4667,22.2,76.3,66,79,6.87,broken clouds
480,Sorland,NO,67.667,12.6934,51.66,75,66,11.27,broken clouds
481,Bahia De Caraquez,EC,-0.6,-80.4167,71.78,88,61,7.23,broken clouds
482,Qasigiannguit,GL,68.8193,-51.1922,39.6,97,100,1.7,overcast clouds
483,Fez,MA,34.0372,-4.9998,86.25,21,0,6.91,clear sky
484,Synya,RU,65.3718,58.0387,51.19,86,75,5.84,broken clouds
485,Marsh Harbour,BS,26.5412,-77.0636,82.92,72,88,12.75,overcast clouds
486,Kangaatsiaq,GL,68.3065,-53.4641,40.1,97,100,3.0,overcast clouds
487,Koumac,NC,-20.5667,164.2833,75.78,72,94,6.35,overcast clouds
488,Makakilo City,US,21.3469,-158.0858,88.12,47,40,17.27,scattered clouds
489,Sambava,MG,-14.2667,50.1667,67.91,80,92,8.99,light rain
490,Canalete,CO,8.6761,-76.2042,74.64,91,50,5.46,scattered clouds
491,Richards Bay,ZA,-28.783,32.0377,65.73,81,63,19.62,light rain
492,Lagoa,PT,39.05,-27.9833,72.12,92,0,9.91,clear sky
493,Sabha,LY,27.0377,14.4283,78.24,25,0,10.71,clear sky
494,Ambilobe,MG,-13.2,49.05,61.9,84,9,3.49,clear sky
495,Nizhniy Ingash,RU,56.2,96.53,66.25,55,17,3.15,few clouds
496,Berezniki,RU,59.4152,56.8124,63.73,91,57,1.41,broken clouds
497,Hushitai,CN,41.9322,123.5114,76.91,80,79,6.76,broken clouds
498,Whakatane,NZ,-37.9585,176.9854,58.51,70,100,3.0,overcast clouds
499,Necochea,AR,-38.5473,-58.7368,53.17,87,100,4.72,overcast clouds
500,Tena,EC,-0.9833,-77.8167,70.18,92,95,1.3,overcast clouds
501,Toledo,ES,39.8333,-4.0,76.86,15,0,7.4,clear sky
502,Bogorodskoye,RU,56.55,37.8833,60.17,79,4,4.34,clear sky
503,Chunskiy,RU,56.0815,99.6342,66.07,56,96,3.6,overcast clouds
504,Panaba,MX,21.2833,-88.2667,74.55,93,100,3.4,overcast clouds
505,Nishihara,JP,26.1842,127.7558,88.88,79,20,10.36,few clouds
506,Timaru,NZ,-44.4,171.25,47.07,89,100,4.25,overcast clouds
507,Roblin,CA,51.23,-101.3565,54.45,89,84,10.96,broken clouds
508,Collie,AU,-33.3667,116.15,51.21,65,7,6.04,clear sky
509,Ponta Delgada,PT,37.7333,-25.6667,72.5,88,20,3.44,few clouds
510,East Angus,CA,45.4834,-71.6658,77.25,68,0,9.22,clear sky
511,Coffs Harbour,AU,-30.3,153.1333,66.16,63,40,13.8,scattered clouds
512,Edson,CA,53.5835,-116.4356,68.68,59,91,4.9,overcast clouds
513,Lixourion,GR,38.2019,20.4314,78.4,64,0,7.61,clear sky
514,Nuuk,GL,64.1835,-51.7216,47.01,87,100,12.66,overcast clouds
515,Tiznit,MA,29.5833,-9.5,84.88,27,66,0.69,broken clouds
516,Beloha,MG,-25.1667,45.05,62.71,66,0,4.61,clear sky
517,Paoua,CF,7.2427,16.4406,67.89,98,92,3.27,overcast clouds
518,Gamba,GA,-2.65,10.0,67.71,92,8,1.5,clear sky
519,Payson,US,40.0444,-111.7321,93.58,29,40,0.0,scattered clouds
520,Gushi,CN,34.6425,109.5843,81.07,56,0,2.57,clear sky
521,Noyabrsk,RU,63.1994,75.4507,50.72,97,100,15.17,light rain
522,Lamar,US,33.6668,-95.5836,93.11,40,0,10.36,clear sky
523,Emba,KZ,48.8264,58.1442,70.66,62,99,13.62,overcast clouds
524,Sumenep,ID,-7.0167,113.8667,81.68,66,7,10.96,clear sky
525,Ramshir,IR,30.8946,49.4092,82.15,11,0,5.66,clear sky
526,Tarsus,TR,36.9188,34.8784,75.58,42,0,3.83,clear sky
527,Walvis Bay,NA,-22.9575,14.5053,54.09,87,0,6.91,clear sky
528,Leh,IN,34.1667,77.5833,63.99,56,20,4.12,few clouds
529,Mareeba,AU,-17.0,145.4333,76.48,61,2,6.4,clear sky
530,Yarmouth,US,41.7057,-70.2286,79.02,77,0,9.22,clear sky
531,Chengde,CN,40.9725,117.9361,84.02,49,3,3.27,clear sky
532,Novodugino,RU,55.6305,34.2842,58.41,94,59,6.71,broken clouds
533,Vostok,RU,46.4856,135.8833,65.5,91,86,3.53,overcast clouds
534,Rodrigues Alves,BR,-7.738,-72.6509,77.0,81,94,3.04,overcast clouds
535,Zhmerynka,UA,49.037,28.112,64.96,50,97,8.08,overcast clouds
536,Bay-Ang,PH,11.0347,122.9417,82.81,77,97,4.36,overcast clouds
537,Praya,CV,14.9215,-23.5087,77.54,88,40,3.44,scattered clouds
538,Severo-Kurilsk,RU,50.6789,156.125,57.02,90,100,5.86,overcast clouds
539,Mwinilunga,ZM,-11.7358,24.4293,54.16,52,11,3.76,few clouds
540,Barabai,ID,-2.5833,115.3833,86.88,58,32,0.83,scattered clouds
541,Oranjemund,NA,-28.55,16.4333,51.85,69,0,11.32,clear sky
542,Yabelo,ET,4.8833,38.0833,53.22,87,77,6.2,broken clouds
543,Tondano,ID,1.3038,124.9112,80.69,70,31,5.93,scattered clouds
544,Taree,AU,-31.9,152.4667,62.11,73,92,3.2,overcast clouds
545,Saryg-Sep,RU,51.5,95.6,66.36,47,10,2.39,clear sky
546,Codrington,AU,-38.2667,141.9667,60.19,75,3,9.37,clear sky
547,Beyneu,KZ,45.3167,55.2,77.09,51,93,5.3,overcast clouds
548,Ternate,ID,0.8,127.4,82.78,74,20,6.02,few clouds
549,Jiuquan,CN,39.7432,98.5174,82.56,20,0,5.37,clear sky
550,Saint-Louis,SN,16.3333,-15.0,83.37,66,100,12.21,light rain
551,Wahiawa,US,21.5028,-158.0236,86.32,56,0,17.27,clear sky
552,Diego De Almagro,CL,-26.3667,-70.05,53.85,64,0,1.7,clear sky
553,Port Hardy,CA,50.6996,-127.4199,62.78,72,40,13.8,scattered clouds
554,Arman,RU,59.7,150.1667,59.4,73,100,5.32,overcast clouds
555,Vrangel,RU,42.7297,133.0839,66.18,82,100,10.2,overcast clouds
556,Locri,IT,38.2414,16.2623,80.31,79,0,12.33,clear sky
557,Drumnadrochit,GB,57.3344,-4.4799,58.33,99,100,2.24,light rain
558,Tateyama,JP,34.9833,139.8667,80.46,80,100,12.48,overcast clouds
559,Angoram,PG,-4.0625,144.0661,90.14,57,30,2.77,scattered clouds
560,Tromso,NO,69.6496,18.957,48.22,87,100,2.3,overcast clouds
561,Blackwater,AU,-23.5833,148.8833,70.14,47,0,6.46,clear sky
562,Ixhuatan,MX,16.3569,-94.4825,79.79,79,100,2.48,overcast clouds
563,Lodi,US,38.1302,-121.2725,99.05,27,0,1.01,clear sky
564,Dzidzantun,MX,21.25,-89.05,73.0,99,100,1.99,overcast clouds
565,Cavalcante,BR,-13.7975,-47.4583,67.57,48,100,4.05,overcast clouds
566,Kodinsk,RU,58.6881,99.1844,59.23,84,100,4.72,overcast clouds
567,Srinivaspur,IN,13.3333,78.2167,70.41,82,100,12.59,overcast clouds
568,Ouango,CF,4.3133,22.5552,68.05,98,94,1.88,overcast clouds
569,Rapar,IN,23.5667,70.6333,80.42,87,100,15.7,moderate rain
570,Maraa,BR,-1.8333,-65.3667,72.73,97,93,0.85,overcast clouds
571,Ahuimanu,US,21.4447,-157.8378,78.53,68,11,16.26,few clouds
572,Celestun,MX,20.8667,-90.4,74.77,93,100,5.84,overcast clouds
573,Ola,RU,59.5833,151.2833,55.74,81,100,12.62,light rain
574,Rabaul,PG,-4.1967,152.1721,86.65,65,52,13.71,broken clouds
575,Loudi,CN,27.7344,111.9944,89.08,66,0,4.36,clear sky
576,Labuhan,ID,-6.8844,112.2051,80.89,69,38,6.98,scattered clouds
577,Deputatskiy,RU,69.3,139.9,59.05,52,36,9.98,scattered clouds
578,Guaruja,BR,-23.9931,-46.2564,68.56,66,38,3.78,scattered clouds
579,Sembakung,ID,3.8167,117.25,83.59,78,58,1.45,broken clouds
580,Ixtapa,MX,20.7,-105.2,78.46,91,46,1.36,scattered clouds
581,Aklavik,CA,68.2191,-135.0107,45.12,83,100,11.03,overcast clouds
582,Miedzyrzec Podlaski,PL,51.9864,22.7825,61.93,96,100,7.27,overcast clouds
583,Pafos,CY,34.7667,32.4167,78.58,38,0,8.05,clear sky
584,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,71.4,66,100,6.4,overcast clouds
585,Swan River,CA,52.1058,-101.2676,60.69,77,99,9.22,overcast clouds
586,Grand Gaube,MU,-20.0064,57.6608,70.84,72,61,21.3,broken clouds
587,Padang,ID,-0.9492,100.3543,83.61,69,54,1.07,broken clouds
588,Abonnema,NG,4.7084,6.7931,73.96,84,91,4.7,overcast clouds
589,Oktyabrskiy,RU,54.4815,53.471,64.47,82,99,0.94,overcast clouds
590,Porto Franco,BR,-6.3383,-47.3992,77.04,43,51,2.91,broken clouds
591,Freeport,US,40.6576,-73.5832,85.98,71,0,9.22,clear sky
592,Wanning,CN,18.8003,110.3967,86.61,66,0,4.59,clear sky
593,Ljungby,SE,56.8332,13.9408,59.41,95,87,7.99,overcast clouds
594,Kieta,PG,-6.2167,155.6333,85.73,67,9,7.81,light rain
595,Burns Lake,CA,54.2331,-125.7533,74.16,41,82,9.4,broken clouds
596,Ahmadpur,IN,18.7,76.9333,73.38,87,100,12.19,overcast clouds
597,Mayo,US,38.8876,-76.5119,84.15,63,4,3.0,clear sky
598,Suntar,RU,62.1444,117.6319,81.57,54,7,10.63,clear sky
599,Hare Bay,CA,48.8499,-54.0148,66.97,93,27,4.14,scattered clouds
600,Buchanan,LR,5.8808,-10.0467,75.24,80,98,5.37,overcast clouds
